year,quarter,dimension,value,weighted_visitors,share
2024,2,entry_point,Lodge Grass,116.4,0.0524
2024,2,entry_point,Wibaux/Beach,98.8,0.0445
2024,2,entry_point,Raynolds Pass,67.3,0.0303
2024,2,entry_point,Bridger 72,60.9,0.0274
2024,2,entry_point,Troy,60.0,0.027
2024,2,entry_point,Alzada,50.3,0.0226
2024,2,entry_point,Kalispell Air,47.9,0.0216
2024,2,entry_point,Sweetgrass,47.5,0.0214
2024,2,entry_point,Bridger 310,46.9,0.0211
2024,2,entry_point,Culbertson/Bainville,44.8,0.0202
2024,2,entry_point,Rooseville,42.4,0.0191
2024,2,entry_point,Billings Air,41.3,0.0186
2024,2,entry_point,Missoula Air,40.9,0.0184
2024,2,entry_point,Sula,36.9,0.0166
2024,2,entry_point,Sidney,28.3,0.0127
2024,2,entry_point,Heron,27.7,0.0125
2024,2,entry_point,Piegan,22.9,0.0103
2024,2,entry_point,Great Falls Air,17.7,0.008
2024,2,entry_point,Biddle,17.4,0.0078
2024,2,entry_point,Lolo,17.1,0.0077
2024,2,entry_point,Raymond,8.8,0.004
2024,2,entry_point,Red Lodge,8.8,0.004
2024,2,entry_point,Helena Air,8.3,0.0037
2024,2,entry_point,Dagmar,8.0,0.0036
2024,2,entry_point,Baker,6.3,0.0028
2024,2,entry_point,Decker,4.0,0.0018
2024,2,entry_point,Westby,2.8,0.0013
2024,2,entry_point,Butte Air,1.3,0.0006
2024,2,entry_point,Del Bonita,1.3,0.0006
2024,2,entry_point,Wildhorse,1.4,0.0006
2024,2,entry_point,Scobey,0.7,0.0003
2024,2,entry_point,Thompson Falls,0.6,0.0003
2024,2,entry_point,Grant,0.5,0.0002
2024,2,entry_point,Morgan,0.4,0.0002
2024,2,entry_point,Carlyle,0.2,0.0001
2024,2,entry_point,Opheim,0.2,0.0001
2024,2,entry_point,Other MT road,0.0,0.0
2024,2,entry_point,Train from ID,0.0,0.0
2024,2,entry_point,Witlash,0.1,0.0
2024,3,entry_point,Superior,425.1,0.1249
2024,3,entry_point,West Yellowstone,409.7,0.1204
2024,3,entry_point,Gardiner,272.0,0.0799
2024,3,entry_point,Targhee Pass,260.0,0.0764
2024,3,entry_point,Bozeman Air,188.7,0.0555
2024,3,entry_point,Lodge Grass,186.9,0.0549
2024,3,entry_point,Monida,178.8,0.0525
2024,3,entry_point,Wibaux/Beach,153.3,0.045
2024,3,entry_point,Fairview,139.1,0.0409
2024,3,entry_point,Raynolds Pass,125.2,0.0368
2024,3,entry_point,Alzada,110.7,0.0325
2024,3,entry_point,Kalispell Air,85.9,0.0252
2024,3,entry_point,Troy,80.7,0.0237
2024,3,entry_point,Bridger 72,72.5,0.0213
2024,3,entry_point,Missoula Air,69.1,0.0203
2024,3,entry_point,Sweetgrass,65.2,0.0192
2024,3,entry_point,Rooseville,64.4,0.0189
2024,3,entry_point,Piegan,57.9,0.017
2024,3,entry_point,Bridger 310,57.5,0.0169
2024,3,entry_point,Sula,53.2,0.0156
2024,3,entry_point,Culbertson/Bainville,49.1,0.0144
2024,3,entry_point,Heron,48.0,0.0141
2024,3,entry_point,Billings Air,40.1,0.0118
2024,3,entry_point,Sidney,38.5,0.0113
2024,3,entry_point,Biddle,36.2,0.0106
2024,3,entry_point,Red Lodge,36.0,0.0106
2024,3,entry_point,Great Falls Air,20.1,0.0059
2024,3,entry_point,Baker,15.5,0.0045
2024,3,entry_point,Lolo,15.4,0.0045
2024,3,entry_point,Helena Air,9.1,0.0027
2024,3,entry_point,Raymond,9.2,0.0027
2024,3,entry_point,Dagmar,8.0,0.0024
2024,3,entry_point,Westby,6.4,0.0019
2024,3,entry_point,Decker,4.0,0.0012
2024,3,entry_point,Del Bonita,2.4,0.0007
2024,3,entry_point,Wildhorse,2.5,0.0007
2024,3,entry_point,Thompson Falls,1.6,0.0005
2024,3,entry_point,Butte Air,1.2,0.0003
2024,3,entry_point,Grant,0.9,0.0003
2024,3,entry_point,Morgan,0.5,0.0002
2024,3,entry_point,Scobey,0.8,0.0002
2024,3,entry_point,Turner,0.8,0.0002
2024,3,entry_point,Carlyle,0.5,0.0001
2024,3,entry_point,Other MT road,0.3,0.0001
2024,3,entry_point,Other MT airport,0.0,0.0
2024,3,entry_point,Train from ND,0.0,0.0
2024,3,entry_point,Witlash,0.1,0.0
2024,4,entry_point,Superior,208.7,0.1319
2024,4,entry_point,Lodge Grass,120.3,0.0761
2024,4,entry_point,Fairview,112.0,0.0708
2024,4,entry_point,Monida,94.7,0.0599
2024,4,entry_point,Bozeman Air,88.0,0.0556
2024,4,entry_point,Wibaux/Beach,84.2,0.0532
2024,4,entry_point,Targhee Pass,80.0,0.0506
2024,4,entry_point,Billings Air,64.6,0.0409
2024,4,entry_point,Missoula Air,59.1,0.0373
2024,4,entry_point,Alzada,56.9,0.036
2024,4,entry_point,Bridger 310,54.8,0.0347
2024,4,entry_point,West Yellowstone,53.5,0.0338
2024,4,entry_point,Bridger 72,51.8,0.0327
2024,4,entry_point,Kalispell Air,50.8,0.0321
2024,4,entry_point,Sweetgrass,46.3,0.0293
2024,4,entry_point,Raynolds Pass,44.0,0.0278
2024,4,entry_point,Culbertson/Bainville,41.5,0.0262
2024,4,entry_point,Gardiner,41.4,0.0262
2024,4,entry_point,Troy,40.9,0.0258
2024,4,entry_point,Great Falls Air,28.2,0.0178
2024,4,entry_point,Rooseville,24.0,0.0152
2024,4,entry_point,Sula,23.6,0.0149
2024,4,entry_point,Heron,22.2,0.014
2024,4,entry_point,Biddle,19.5,0.0123
2024,4,entry_point,Sidney,19.0,0.012
2024,4,entry_point,Piegan,10.7,0.0067
2024,4,entry_point,Helena Air,9.8,0.0062
2024,4,entry_point,Raymond,7.0,0.0045
2024,4,entry_point,Baker,5.0,0.0032
2024,4,entry_point,Lolo,4.2,0.0026
2024,4,entry_point,Decker,4.0,0.0025
2024,4,entry_point,Westby,2.2,0.0014
2024,4,entry_point,Red Lodge,2.0,0.0013
2024,4,entry_point,Butte Air,1.7,0.0011
2024,4,entry_point,Del Bonita,1.3,0.0008
2024,4,entry_point,Other MT road,0.9,0.0006
2024,4,entry_point,Wildhorse,0.8,0.0005
2024,4,entry_point,Thompson Falls,0.6,0.0004
2024,4,entry_point,Turner,0.6,0.0004
2024,4,entry_point,Scobey,0.5,0.0003
2024,4,entry_point,Morgan,0.3,0.0002
2024,4,entry_point,Train from ID,0.3,0.0002
2025,1,entry_point,Superior,104.1,0.1376
2025,1,entry_point,Monida,74.6,0.0987
2025,1,entry_point,Lodge Grass,71.5,0.0945
2025,1,entry_point,Fairview,62.9,0.0831
2025,1,entry_point,Wibaux/Beach,55.9,0.0739
2025,1,entry_point,Bridger 310,40.0,0.0529
2025,1,entry_point,Bridger 72,34.6,0.0457
2025,1,entry_point,Sweetgrass,32.1,0.0424
2025,1,entry_point,Bozeman Air,32.0,0.0423
2025,1,entry_point,Raynolds Pass,32.0,0.0423
2025,1,entry_point,Kalispell Air,28.0,0.037
2025,1,entry_point,Billings Air,20.8,0.0276
2025,1,entry_point,Targhee Pass,20.0,0.0264
2025,1,entry_point,Heron,18.8,0.0249
2025,1,entry_point,Sula,16.9,0.0224
2025,1,entry_point,Troy,16.0,0.0212
2025,1,entry_point,Missoula Air,15.4,0.0204
2025,1,entry_point,Sidney,14.7,0.0194
2025,1,entry_point,Alzada,12.3,0.0162
2025,1,entry_point,Biddle,9.4,0.0124
2025,1,entry_point,Culbertson/Bainville,8.0,0.0106
2025,1,entry_point,Rooseville,8.0,0.0106
2025,1,entry_point,Dagmar,4.0,0.0053
2025,1,entry_point,Great Falls Air,4.0,0.0053
2025,1,entry_point,Other MT road,4.0,0.0053
2025,1,entry_point,West Yellowstone,4.0,0.0053
2025,1,entry_point,Raymond,3.0,0.004
2025,1,entry_point,Red Lodge,3.0,0.004
2025,1,entry_point,Baker,2.9,0.0038
2025,1,entry_point,Lolo,2.0,0.0026
2025,1,entry_point,Gardiner,1.0,0.0013
2025,1,entry_point,Thompson Falls,0.3,0.0004
2025,1,entry_point,Willow Creek,0.2,0.0003
2025,1,entry_point,Opheim,0.1,0.0001
2025,2,entry_point,Superior,227.6,0.1361
2025,2,entry_point,West Yellowstone,176.0,0.1052
2025,2,entry_point,Lodge Grass,134.4,0.0804
2025,2,entry_point,Monida,122.6,0.0733
2025,2,entry_point,Fairview,98.6,0.0589
2025,2,entry_point,Gardiner,96.0,0.0574
2025,2,entry_point,Wibaux/Beach,95.8,0.0573
2025,2,entry_point,Bozeman Air,86.1,0.0515
2025,2,entry_point,Sidney,61.2,0.0366
2025,2,entry_point,Raynolds Pass,50.3,0.0301
2025,2,entry_point,Bridger 310,42.3,0.0253
2025,2,entry_point,Troy,42.3,0.0253
2025,2,entry_point,Kalispell Air,38.4,0.0229
2025,2,entry_point,Alzada,36.6,0.0219
2025,2,entry_point,Bridger 72,36.0,0.0215
2025,2,entry_point,Culbertson/Bainville,33.5,0.0201
2025,2,entry_point,Missoula Air,33.3,0.0199
2025,2,entry_point,Heron,32.6,0.0195
2025,2,entry_point,Targhee Pass,32.0,0.0191
2025,2,entry_point,Billings Air,31.2,0.0187
2025,2,entry_point,Sula,29.3,0.0175
2025,2,entry_point,Sweetgrass,25.8,0.0155
2025,2,entry_point,Rooseville,21.9,0.0131
2025,2,entry_point,Lolo,12.2,0.0073
2025,2,entry_point,Biddle,11.7,0.007
2025,2,entry_point,Great Falls Air,11.6,0.0069
2025,2,entry_point,Piegan,11.3,0.0068
2025,2,entry_point,Red Lodge,6.6,0.004
2025,2,entry_point,Baker,6.2,0.0037
2025,2,entry_point,Other MT road,6.0,0.0036
2025,2,entry_point,Helena Air,5.8,0.0035
2025,2,entry_point,Raymond,4.6,0.0028
2025,2,entry_point,Chief Mountain,3.8,0.0023
2025,2,entry_point,Decker,3.6,0.0021
2025,2,entry_point,Butte Air,1.4,0.0009
2025,2,entry_point,Whitetail,1.0,0.0006
2025,2,entry_point,Del Bonita,0.8,0.0005
2025,2,entry_point,Willow Creek,0.8,0.0005
2025,2,entry_point,Grant,0.4,0.0002
2025,2,entry_point,Scobey,0.4,0.0002
2025,2,entry_point,Opheim,0.2,0.0001
2025,3,entry_point,Superior,401.2,0.1347
2025,3,entry_point,West Yellowstone,364.0,0.1222
2025,3,entry_point,Gardiner,204.0,0.0685
2025,3,entry_point,Lodge Grass,195.5,0.0656
2025,3,entry_point,Bozeman Air,167.6,0.0563
2025,3,entry_point,Monida,150.3,0.0504
2025,3,entry_point,Wibaux/Beach,148.6,0.0499
2025,3,entry_point,Fairview,137.3,0.0461
2025,3,entry_point,Targhee Pass,132.0,0.0443
2025,3,entry_point,Alzada,101.1,0.034
2025,3,entry_point,Raynolds Pass,80.3,0.027
2025,3,entry_point,Kalispell Air,78.8,0.0265
2025,3,entry_point,Troy,72.8,0.0244
2025,3,entry_point,Sidney,66.7,0.0224
2025,3,entry_point,Bridger 72,66.0,0.0221
2025,3,entry_point,Bridger 310,62.7,0.021
2025,3,entry_point,Missoula Air,57.7,0.0194
2025,3,entry_point,Culbertson/Bainville,52.2,0.0175
2025,3,entry_point,Sula,51.4,0.0173
2025,3,entry_point,Sweetgrass,51.0,0.0171
2025,3,entry_point,Rooseville,48.8,0.0164
2025,3,entry_point,Billings Air,46.1,0.0155
2025,3,entry_point,Heron,37.5,0.0126
2025,3,entry_point,Red Lodge,34.4,0.0116
2025,3,entry_point,Biddle,29.6,0.0099
2025,3,entry_point,Piegan,21.4,0.0072
2025,3,entry_point,Other MT road,17.0,0.0057
2025,3,entry_point,Lolo,16.0,0.0054
2025,3,entry_point,Chief Mountain,13.6,0.0046
2025,3,entry_point,Great Falls Air,13.5,0.0045
2025,3,entry_point,Baker,9.2,0.0031
2025,3,entry_point,Dagmar,8.0,0.0027
2025,3,entry_point,Helena Air,7.8,0.0026
2025,3,entry_point,Westby,6.4,0.0022
2025,3,entry_point,Del Bonita,4.8,0.0016
2025,3,entry_point,Raymond,4.2,0.0014
2025,3,entry_point,Decker,4.0,0.0013
2025,3,entry_point,West Yellowstone Air,3.4,0.0012
2025,3,entry_point,Thompson Falls,2.8,0.0009
2025,3,entry_point,Wildhorse,1.8,0.0006
2025,3,entry_point,Butte Air,1.6,0.0005
2025,3,entry_point,Grant,0.9,0.0003
2025,3,entry_point,Train from ID,1.0,0.0003
2025,3,entry_point,Train from ND,1.0,0.0003
2025,3,entry_point,Willow Creek,0.9,0.0003
2025,3,entry_point,Scobey,0.6,0.0002
2025,3,entry_point,Morgan,0.3,0.0001
2025,3,entry_point,Opheim,0.2,0.0001
2025,3,entry_point,Witlash,0.1,0.0
2025,4,entry_point,Superior,170.5,0.1404
2025,4,entry_point,Fairview,102.4,0.0843
2025,4,entry_point,Lodge Grass,100.3,0.0826
2025,4,entry_point,Monida,85.9,0.0707
2025,4,entry_point,Wibaux/Beach,73.5,0.0605
2025,4,entry_point,Bozeman Air,60.0,0.0494
2025,4,entry_point,West Yellowstone,50.3,0.0414
2025,4,entry_point,Raynolds Pass,47.9,0.0395
2025,4,entry_point,Missoula Air,47.6,0.0392
2025,4,entry_point,Bridger 72,42.9,0.0353
2025,4,entry_point,Kalispell Air,41.6,0.0343
2025,4,entry_point,Alzada,41.3,0.034
2025,4,entry_point,Culbertson/Bainville,41.0,0.0338
2025,4,entry_point,Sweetgrass,32.3,0.0266
2025,4,entry_point,Billings Air,32.0,0.0264
2025,4,entry_point,Gardiner,29.3,0.0241
2025,4,entry_point,Troy,27.9,0.023
2025,4,entry_point,Sula,25.1,0.0207
2025,4,entry_point,Targhee Pass,24.0,0.0198
2025,4,entry_point,Great Falls Air,19.7,0.0163
2025,4,entry_point,Heron,19.0,0.0156
2025,4,entry_point,Sidney,17.2,0.0142
2025,4,entry_point,Rooseville,16.7,0.0137
2025,4,entry_point,Biddle,12.0,0.0099
2025,4,entry_point,Bridger 310,12.0,0.0099
2025,4,entry_point,Helena Air,10.3,0.0085
2025,4,entry_point,Baker,6.4,0.0053
2025,4,entry_point,Decker,4.5,0.0037
2025,4,entry_point,Lolo,4.5,0.0037
2025,4,entry_point,Dagmar,4.0,0.0033
2025,4,entry_point,Piegan,4.0,0.0033
2025,4,entry_point,Raymond,3.2,0.0026
2025,4,entry_point,Other MT road,2.0,0.0016
2025,4,entry_point,Thompson Falls,1.2,0.001
2025,4,entry_point,Grant,0.4,0.0004
2025,4,entry_point,Scobey,0.3,0.0003
2025,4,entry_point,Turner,0.4,0.0003
2025,4,entry_point,Morgan,0.2,0.0002
2025,4,entry_point,Opheim,0.1,0.0001
2021,1,origin,North Dakota,201.0,0.1887
2021,1,origin,Washington,152.5,0.1431
2021,1,origin,Idaho,113.7,0.1067
2021,1,origin,Wyoming,109.5,0.1028
2021,1,origin,Minnesota,56.5,0.053
2021,1,origin,California,47.3,0.0444
2021,1,origin,Utah,45.5,0.0427
2021,1,origin,Colorado,41.9,0.0393
2021,1,origin,Texas,34.0,0.0319
2021,1,origin,Oregon,29.1,0.0273
2021,1,origin,Arizona,19.5,0.0183
2021,1,origin,South Dakota,17.0,0.016
2021,1,origin,Wisconsin,14.5,0.0136
2021,1,origin,Illinois,13.4,0.0126
2021,1,origin,North Carolina,13.5,0.0126
2021,1,origin,Alaska,12.1,0.0114
2021,1,origin,Michigan,12.1,0.0114
2021,1,origin,"Alberta, Canada",11.9,0.0111
2021,1,origin,Virginia,9.4,0.0088
2021,1,origin,Tennessee,8.6,0.0081
2021,1,origin,Nevada,8.3,0.0078
2021,1,origin,Ohio,7.9,0.0074
2021,1,origin,Indiana,7.8,0.0073
2021,1,origin,Massachusetts,7.2,0.0068
2021,1,origin,Florida,7.1,0.0066
2021,1,origin,Iowa,5.5,0.0052
2021,1,origin,New York,5.4,0.0051
2021,1,origin,New Mexico,4.9,0.0046
2021,1,origin,Mississippi,4.1,0.0039
2021,1,origin,Georgia,3.9,0.0037
2021,1,origin,Connecticut,3.7,0.0035
2021,1,origin,Louisiana,3.0,0.0028
2021,1,origin,Kansas,2.9,0.0027
2021,1,origin,New Hampshire,2.9,0.0027
2021,1,origin,"Washington, D.C.",2.9,0.0027
2021,1,origin,"British Columbia, Canada",2.4,0.0023
2021,1,origin,South Carolina,2.4,0.0022
2021,1,origin,Missouri,2.3,0.0021
2021,1,origin,Nebraska,2.2,0.0021
2021,1,origin,New Jersey,2.3,0.0021
2021,1,origin,Arkansas,2.0,0.0019
2021,1,origin,Oklahoma,1.9,0.0018
2021,1,origin,West Virginia,1.7,0.0016
2021,1,origin,"Quebec, Canada",1.2,0.0011
2021,1,origin,Alabama,1.0,0.001
2021,1,origin,Hawaii,1.0,0.0009
2021,1,origin,Lithuania,0.9,0.0009
2021,1,origin,Maryland,0.7,0.0007
2021,1,origin,Pennsylvania,0.6,0.0006
2021,1,origin,China,0.6,0.0005
2021,1,origin,Kentucky,0.5,0.0005
2021,1,origin,"Saskatchewan, Canada",0.6,0.0005
2021,1,origin,"Manitoba, Canada",0.5,0.0004
2021,1,origin,"Ontario, Canada",0.2,0.0002
2021,1,origin,Panama,0.1,0.0001
2021,2,origin,Washington,218.2,0.1197
2021,2,origin,North Dakota,193.5,0.1061
2021,2,origin,Idaho,150.5,0.0825
2021,2,origin,California,123.9,0.068
2021,2,origin,Minnesota,103.9,0.057
2021,2,origin,Wyoming,103.7,0.0569
2021,2,origin,Colorado,76.3,0.0418
2021,2,origin,Utah,62.8,0.0344
2021,2,origin,Florida,58.4,0.0321
2021,2,origin,Oregon,55.5,0.0305
2021,2,origin,Texas,52.2,0.0286
2021,2,origin,Wisconsin,50.1,0.0275
2021,2,origin,Arizona,48.5,0.0266
2021,2,origin,Ohio,47.4,0.026
2021,2,origin,Illinois,34.5,0.0189
2021,2,origin,Nebraska,33.8,0.0185
2021,2,origin,Michigan,32.9,0.018
2021,2,origin,Nevada,29.5,0.0162
2021,2,origin,Alaska,27.1,0.0148
2021,2,origin,Tennessee,24.0,0.0132
2021,2,origin,Missouri,24.0,0.0131
2021,2,origin,North Carolina,20.4,0.0112
2021,2,origin,Georgia,20.1,0.011
2021,2,origin,Oklahoma,19.5,0.0107
2021,2,origin,South Dakota,18.5,0.0102
2021,2,origin,Pennsylvania,18.1,0.01
2021,2,origin,New York,16.6,0.0091
2021,2,origin,Virginia,15.5,0.0085
2021,2,origin,Iowa,14.9,0.0082
2021,2,origin,New Mexico,14.6,0.008
2021,2,origin,Massachusetts,13.7,0.0075
2021,2,origin,Arkansas,13.5,0.0074
2021,2,origin,"Alberta, Canada",12.0,0.0066
2021,2,origin,Indiana,8.7,0.0048
2021,2,origin,Louisiana,8.5,0.0047
2021,2,origin,Alabama,8.2,0.0045
2021,2,origin,Maine,7.5,0.0041
2021,2,origin,"Washington, D.C.",7.0,0.0039
2021,2,origin,Kansas,6.3,0.0034
2021,2,origin,South Carolina,5.4,0.0029
2021,2,origin,New Jersey,4.0,0.0022
