park,park_name,role,state,year,month,visits
LIBI,Little Bighorn Battlefield NM,control,MT,2022,6,41590
LIBI,Little Bighorn Battlefield NM,control,MT,2022,7,46081
LIBI,Little Bighorn Battlefield NM,control,MT,2022,8,29621
LIBI,Little Bighorn Battlefield NM,control,MT,2022,9,12008
LIBI,Little Bighorn Battlefield NM,control,MT,2022,10,7274
LIBI,Little Bighorn Battlefield NM,control,MT,2022,11,1246
LIBI,Little Bighorn Battlefield NM,control,MT,2022,12,314
LIBI,Little Bighorn Battlefield NM,control,MT,2023,1,37
LIBI,Little Bighorn Battlefield NM,control,MT,2023,2,633
LIBI,Little Bighorn Battlefield NM,control,MT,2023,3,1121
LIBI,Little Bighorn Battlefield NM,control,MT,2023,4,4458
LIBI,Little Bighorn Battlefield NM,control,MT,2023,5,45924
LIBI,Little Bighorn Battlefield NM,control,MT,2023,6,52355
LIBI,Little Bighorn Battlefield NM,control,MT,2023,7,49590
LIBI,Little Bighorn Battlefield NM,control,MT,2023,8,38438
LIBI,Little Bighorn Battlefield NM,control,MT,2023,9,24508
LIBI,Little Bighorn Battlefield NM,control,MT,2023,10,7730
LIBI,Little Bighorn Battlefield NM,control,MT,2023,11,1732
LIBI,Little Bighorn Battlefield NM,control,MT,2023,12,769
LIBI,Little Bighorn Battlefield NM,control,MT,2024,1,519
LIBI,Little Bighorn Battlefield NM,control,MT,2024,2,636
LIBI,Little Bighorn Battlefield NM,control,MT,2024,3,1317
LIBI,Little Bighorn Battlefield NM,control,MT,2024,4,1800
LIBI,Little Bighorn Battlefield NM,control,MT,2024,5,4999
LIBI,Little Bighorn Battlefield NM,control,MT,2024,6,29286
LIBI,Little Bighorn Battlefield NM,control,MT,2024,7,25896
LIBI,Little Bighorn Battlefield NM,control,MT,2024,8,18817
LIBI,Little Bighorn Battlefield NM,control,MT,2024,9,21631
LIBI,Little Bighorn Battlefield NM,control,MT,2024,10,5089
LIBI,Little Bighorn Battlefield NM,control,MT,2024,11,1209
LIBI,Little Bighorn Battlefield NM,control,MT,2024,12,626
LIBI,Little Bighorn Battlefield NM,control,MT,2025,1,267
LIBI,Little Bighorn Battlefield NM,control,MT,2025,2,217
LIBI,Little Bighorn Battlefield NM,control,MT,2025,3,1210
LIBI,Little Bighorn Battlefield NM,control,MT,2025,4,2077
LIBI,Little Bighorn Battlefield NM,control,MT,2025,5,4848
LIBI,Little Bighorn Battlefield NM,control,MT,2025,6,11707
LIBI,Little Bighorn Battlefield NM,control,MT,2025,7,7631
LIBI,Little Bighorn Battlefield NM,control,MT,2025,8,6304
LIBI,Little Bighorn Battlefield NM,control,MT,2025,9,7588
LIBI,Little Bighorn Battlefield NM,control,MT,2025,10,0
LIBI,Little Bighorn Battlefield NM,control,MT,2025,11,348
LIBI,Little Bighorn Battlefield NM,control,MT,2025,12,208
LIBI,Little Bighorn Battlefield NM,control,MT,2026,1,257
LIBI,Little Bighorn Battlefield NM,control,MT,2026,2,354
LIBI,Little Bighorn Battlefield NM,control,MT,2026,3,629
LIBI,Little Bighorn Battlefield NM,control,MT,2026,4,1145
LIBI,Little Bighorn Battlefield NM,control,MT,2026,5,5887
LIBI,Little Bighorn Battlefield NM,control,MT,2026,6,20790
LIBI,Little Bighorn Battlefield NM,control,MT,2026,7,20411
LIBI,Little Bighorn Battlefield NM,control,MT,2026,8,20389
MORU,Mount Rushmore NMEM,control,SD,1979,1,6803
MORU,Mount Rushmore NMEM,control,SD,1979,2,9677
MORU,Mount Rushmore NMEM,control,SD,1979,3,23066
MORU,Mount Rushmore NMEM,control,SD,1979,4,23122
MORU,Mount Rushmore NMEM,control,SD,1979,5,74425
MORU,Mount Rushmore NMEM,control,SD,1979,6,254063
MORU,Mount Rushmore NMEM,control,SD,1979,7,332002
MORU,Mount Rushmore NMEM,control,SD,1979,8,320967
MORU,Mount Rushmore NMEM,control,SD,1979,9,134889
MORU,Mount Rushmore NMEM,control,SD,1979,10,41646
MORU,Mount Rushmore NMEM,control,SD,1979,11,12224
MORU,Mount Rushmore NMEM,control,SD,1979,12,12541
MORU,Mount Rushmore NMEM,control,SD,1980,1,7955
MORU,Mount Rushmore NMEM,control,SD,1980,2,9424
MORU,Mount Rushmore NMEM,control,SD,1980,3,18450
MORU,Mount Rushmore NMEM,control,SD,1980,4,28811
MORU,Mount Rushmore NMEM,control,SD,1980,5,76957
MORU,Mount Rushmore NMEM,control,SD,1980,6,243897
MORU,Mount Rushmore NMEM,control,SD,1980,7,360896
MORU,Mount Rushmore NMEM,control,SD,1980,8,352455
MORU,Mount Rushmore NMEM,control,SD,1980,9,115935
MORU,Mount Rushmore NMEM,control,SD,1980,10,41290
MORU,Mount Rushmore NMEM,control,SD,1980,11,15931
MORU,Mount Rushmore NMEM,control,SD,1980,12,12887
MORU,Mount Rushmore NMEM,control,SD,1981,1,11480
MORU,Mount Rushmore NMEM,control,SD,1981,2,11506
MORU,Mount Rushmore NMEM,control,SD,1981,3,26048
MORU,Mount Rushmore NMEM,control,SD,1981,4,37299
MORU,Mount Rushmore NMEM,control,SD,1981,5,86457
MORU,Mount Rushmore NMEM,control,SD,1981,6,330233
MORU,Mount Rushmore NMEM,control,SD,1981,7,426232
MORU,Mount Rushmore NMEM,control,SD,1981,8,426544
MORU,Mount Rushmore NMEM,control,SD,1981,9,172281
MORU,Mount Rushmore NMEM,control,SD,1981,10,51130
MORU,Mount Rushmore NMEM,control,SD,1981,11,15948
MORU,Mount Rushmore NMEM,control,SD,1981,12,9833
MORU,Mount Rushmore NMEM,control,SD,1982,1,7672
MORU,Mount Rushmore NMEM,control,SD,1982,2,13384
MORU,Mount Rushmore NMEM,control,SD,1982,3,16970
MORU,Mount Rushmore NMEM,control,SD,1982,4,33574
MORU,Mount Rushmore NMEM,control,SD,1982,5,100521
MORU,Mount Rushmore NMEM,control,SD,1982,6,302098
MORU,Mount Rushmore NMEM,control,SD,1982,7,412347
MORU,Mount Rushmore NMEM,control,SD,1982,8,371422
MORU,Mount Rushmore NMEM,control,SD,1982,9,154537
MORU,Mount Rushmore NMEM,control,SD,1982,10,42281
MORU,Mount Rushmore NMEM,control,SD,1982,11,20155
MORU,Mount Rushmore NMEM,control,SD,1982,12,9339
MORU,Mount Rushmore NMEM,control,SD,1983,1,9534
MORU,Mount Rushmore NMEM,control,SD,1983,2,13961
MORU,Mount Rushmore NMEM,control,SD,1983,3,15852
MORU,Mount Rushmore NMEM,control,SD,1983,4,32742
MORU,Mount Rushmore NMEM,control,SD,1983,5,106494
MORU,Mount Rushmore NMEM,control,SD,1983,6,330881
MORU,Mount Rushmore NMEM,control,SD,1983,7,443168
MORU,Mount Rushmore NMEM,control,SD,1983,8,381823
MORU,Mount Rushmore NMEM,control,SD,1983,9,158241
MORU,Mount Rushmore NMEM,control,SD,1983,10,48243
MORU,Mount Rushmore NMEM,control,SD,1983,11,16221
MORU,Mount Rushmore NMEM,control,SD,1983,12,5399
MORU,Mount Rushmore NMEM,control,SD,1984,1,8585
MORU,Mount Rushmore NMEM,control,SD,1984,2,11710
MORU,Mount Rushmore NMEM,control,SD,1984,3,20007
MORU,Mount Rushmore NMEM,control,SD,1984,4,24726
MORU,Mount Rushmore NMEM,control,SD,1984,5,106629
MORU,Mount Rushmore NMEM,control,SD,1984,6,302120
MORU,Mount Rushmore NMEM,control,SD,1984,7,469470
MORU,Mount Rushmore NMEM,control,SD,1984,8,382548
MORU,Mount Rushmore NMEM,control,SD,1984,9,144825
MORU,Mount Rushmore NMEM,control,SD,1984,10,55366
MORU,Mount Rushmore NMEM,control,SD,1984,11,26009
MORU,Mount Rushmore NMEM,control,SD,1984,12,6877
MORU,Mount Rushmore NMEM,control,SD,1985,1,9091
MORU,Mount Rushmore NMEM,control,SD,1985,2,10939
MORU,Mount Rushmore NMEM,control,SD,1985,3,25302
MORU,Mount Rushmore NMEM,control,SD,1985,4,44861
MORU,Mount Rushmore NMEM,control,SD,1985,5,103511
MORU,Mount Rushmore NMEM,control,SD,1985,6,337614
MORU,Mount Rushmore NMEM,control,SD,1985,7,564523
MORU,Mount Rushmore NMEM,control,SD,1985,8,415937
MORU,Mount Rushmore NMEM,control,SD,1985,9,179026
MORU,Mount Rushmore NMEM,control,SD,1985,10,37780
MORU,Mount Rushmore NMEM,control,SD,1985,11,8946
MORU,Mount Rushmore NMEM,control,SD,1985,12,3263
MORU,Mount Rushmore NMEM,control,SD,1986,1,6589
MORU,Mount Rushmore NMEM,control,SD,1986,2,6408
MORU,Mount Rushmore NMEM,control,SD,1986,3,25530
MORU,Mount Rushmore NMEM,control,SD,1986,4,22669
MORU,Mount Rushmore NMEM,control,SD,1986,5,82591
MORU,Mount Rushmore NMEM,control,SD,1986,6,310702
MORU,Mount Rushmore NMEM,control,SD,1986,7,494017
MORU,Mount Rushmore NMEM,control,SD,1986,8,439802
MORU,Mount Rushmore NMEM,control,SD,1986,9,165502
MORU,Mount Rushmore NMEM,control,SD,1986,10,56453
MORU,Mount Rushmore NMEM,control,SD,1986,11,20498
MORU,Mount Rushmore NMEM,control,SD,1986,12,17976
MORU,Mount Rushmore NMEM,control,SD,1987,1,12972
MORU,Mount Rushmore NMEM,control,SD,1987,2,12625
MORU,Mount Rushmore NMEM,control,SD,1987,3,20718
MORU,Mount Rushmore NMEM,control,SD,1987,4,38385
MORU,Mount Rushmore NMEM,control,SD,1987,5,106917
MORU,Mount Rushmore NMEM,control,SD,1987,6,279542
MORU,Mount Rushmore NMEM,control,SD,1987,7,424603
MORU,Mount Rushmore NMEM,control,SD,1987,8,406737
MORU,Mount Rushmore NMEM,control,SD,1987,9,133368
MORU,Mount Rushmore NMEM,control,SD,1987,10,54538
MORU,Mount Rushmore NMEM,control,SD,1987,11,28736
MORU,Mount Rushmore NMEM,control,SD,1987,12,11573
MORU,Mount Rushmore NMEM,control,SD,1988,1,8235
MORU,Mount Rushmore NMEM,control,SD,1988,2,11475
MORU,Mount Rushmore NMEM,control,SD,1988,3,19555
MORU,Mount Rushmore NMEM,control,SD,1988,4,33873
MORU,Mount Rushmore NMEM,control,SD,1988,5,109499
MORU,Mount Rushmore NMEM,control,SD,1988,6,326511
MORU,Mount Rushmore NMEM,control,SD,1988,7,416967
MORU,Mount Rushmore NMEM,control,SD,1988,8,418368
MORU,Mount Rushmore NMEM,control,SD,1988,9,142377
MORU,Mount Rushmore NMEM,control,SD,1988,10,51308
MORU,Mount Rushmore NMEM,control,SD,1988,11,19549
MORU,Mount Rushmore NMEM,control,SD,1988,12,12420
MORU,Mount Rushmore NMEM,control,SD,1989,1,14524
MORU,Mount Rushmore NMEM,control,SD,1989,2,8876
MORU,Mount Rushmore NMEM,control,SD,1989,3,21912
MORU,Mount Rushmore NMEM,control,SD,1989,4,30471
MORU,Mount Rushmore NMEM,control,SD,1989,5,110295
MORU,Mount Rushmore NMEM,control,SD,1989,6,304218
MORU,Mount Rushmore NMEM,control,SD,1989,7,513443
MORU,Mount Rushmore NMEM,control,SD,1989,8,413927
MORU,Mount Rushmore NMEM,control,SD,1989,9,145221
MORU,Mount Rushmore NMEM,control,SD,1989,10,47859
MORU,Mount Rushmore NMEM,control,SD,1989,11,20274
MORU,Mount Rushmore NMEM,control,SD,1989,12,8966
MORU,Mount Rushmore NMEM,control,SD,1990,1,10185
MORU,Mount Rushmore NMEM,control,SD,1990,2,10515
MORU,Mount Rushmore NMEM,control,SD,1990,3,18814
MORU,Mount Rushmore NMEM,control,SD,1990,4,31377
MORU,Mount Rushmore NMEM,control,SD,1990,5,102152
MORU,Mount Rushmore NMEM,control,SD,1990,6,310806
MORU,Mount Rushmore NMEM,control,SD,1990,7,503038
MORU,Mount Rushmore NMEM,control,SD,1990,8,411827
MORU,Mount Rushmore NMEM,control,SD,1990,9,179928
MORU,Mount Rushmore NMEM,control,SD,1990,10,58869
MORU,Mount Rushmore NMEM,control,SD,1990,11,22089
MORU,Mount Rushmore NMEM,control,SD,1990,12,12073
MORU,Mount Rushmore NMEM,control,SD,1991,1,11544
MORU,Mount Rushmore NMEM,control,SD,1991,2,14991
MORU,Mount Rushmore NMEM,control,SD,1991,3,35446
MORU,Mount Rushmore NMEM,control,SD,1991,4,38155
MORU,Mount Rushmore NMEM,control,SD,1991,5,125352
MORU,Mount Rushmore NMEM,control,SD,1991,6,379289
MORU,Mount Rushmore NMEM,control,SD,1991,7,637381
MORU,Mount Rushmore NMEM,control,SD,1991,8,460026
MORU,Mount Rushmore NMEM,control,SD,1991,9,226161
MORU,Mount Rushmore NMEM,control,SD,1991,10,71574
MORU,Mount Rushmore NMEM,control,SD,1991,11,22744
MORU,Mount Rushmore NMEM,control,SD,1991,12,21859
MORU,Mount Rushmore NMEM,control,SD,1992,1,15796
MORU,Mount Rushmore NMEM,control,SD,1992,2,17971
MORU,Mount Rushmore NMEM,control,SD,1992,3,35596
MORU,Mount Rushmore NMEM,control,SD,1992,4,43195
MORU,Mount Rushmore NMEM,control,SD,1992,5,152289
MORU,Mount Rushmore NMEM,control,SD,1992,6,366441
MORU,Mount Rushmore NMEM,control,SD,1992,7,519482
MORU,Mount Rushmore NMEM,control,SD,1992,8,442959
MORU,Mount Rushmore NMEM,control,SD,1992,9,217978
MORU,Mount Rushmore NMEM,control,SD,1992,10,67495
MORU,Mount Rushmore NMEM,control,SD,1992,11,21542
MORU,Mount Rushmore NMEM,control,SD,1992,12,16390
MORU,Mount Rushmore NMEM,control,SD,1993,1,13955
MORU,Mount Rushmore NMEM,control,SD,1993,2,14334
MORU,Mount Rushmore NMEM,control,SD,1993,3,29296
MORU,Mount Rushmore NMEM,control,SD,1993,4,41833
MORU,Mount Rushmore NMEM,control,SD,1993,5,134107
MORU,Mount Rushmore NMEM,control,SD,1993,6,355051
MORU,Mount Rushmore NMEM,control,SD,1993,7,557172
MORU,Mount Rushmore NMEM,control,SD,1993,8,459042
MORU,Mount Rushmore NMEM,control,SD,1993,9,209836
MORU,Mount Rushmore NMEM,control,SD,1993,10,74801
MORU,Mount Rushmore NMEM,control,SD,1993,11,21904
MORU,Mount Rushmore NMEM,control,SD,1993,12,18722
MORU,Mount Rushmore NMEM,control,SD,1994,1,14885
MORU,Mount Rushmore NMEM,control,SD,1994,2,16949
MORU,Mount Rushmore NMEM,control,SD,1994,3,38302
MORU,Mount Rushmore NMEM,control,SD,1994,4,47146
MORU,Mount Rushmore NMEM,control,SD,1994,5,152195
MORU,Mount Rushmore NMEM,control,SD,1994,6,370963
MORU,Mount Rushmore NMEM,control,SD,1994,7,580256
MORU,Mount Rushmore NMEM,control,SD,1994,8,461214
MORU,Mount Rushmore NMEM,control,SD,1994,9,243192
MORU,Mount Rushmore NMEM,control,SD,1994,10,72963
MORU,Mount Rushmore NMEM,control,SD,1994,11,24053
MORU,Mount Rushmore NMEM,control,SD,1994,12,21870
MORU,Mount Rushmore NMEM,control,SD,1995,1,13195
MORU,Mount Rushmore NMEM,control,SD,1995,2,19904
MORU,Mount Rushmore NMEM,control,SD,1995,3,30031
MORU,Mount Rushmore NMEM,control,SD,1995,4,39008
MORU,Mount Rushmore NMEM,control,SD,1995,5,119598
MORU,Mount Rushmore NMEM,control,SD,1995,6,278838
MORU,Mount Rushmore NMEM,control,SD,1995,7,495431
MORU,Mount Rushmore NMEM,control,SD,1995,8,400251
MORU,Mount Rushmore NMEM,control,SD,1995,9,187877
MORU,Mount Rushmore NMEM,control,SD,1995,10,68142
MORU,Mount Rushmore NMEM,control,SD,1995,11,22138
MORU,Mount Rushmore NMEM,control,SD,1995,12,13116
MORU,Mount Rushmore NMEM,control,SD,1996,1,14270
MORU,Mount Rushmore NMEM,control,SD,1996,2,22428
MORU,Mount Rushmore NMEM,control,SD,1996,3,29151
MORU,Mount Rushmore NMEM,control,SD,1996,4,42811
MORU,Mount Rushmore NMEM,control,SD,1996,5,135496
MORU,Mount Rushmore NMEM,control,SD,1996,6,357690
MORU,Mount Rushmore NMEM,control,SD,1996,7,546471
MORU,Mount Rushmore NMEM,control,SD,1996,8,435392
MORU,Mount Rushmore NMEM,control,SD,1996,9,214094
MORU,Mount Rushmore NMEM,control,SD,1996,10,68752
MORU,Mount Rushmore NMEM,control,SD,1996,11,21536
MORU,Mount Rushmore NMEM,control,SD,1996,12,16900
MORU,Mount Rushmore NMEM,control,SD,1997,1,11747
MORU,Mount Rushmore NMEM,control,SD,1997,2,18781
MORU,Mount Rushmore NMEM,control,SD,1997,3,37272
MORU,Mount Rushmore NMEM,control,SD,1997,4,32973
MORU,Mount Rushmore NMEM,control,SD,1997,5,121541
MORU,Mount Rushmore NMEM,control,SD,1997,6,316054
MORU,Mount Rushmore NMEM,control,SD,1997,7,480022
MORU,Mount Rushmore NMEM,control,SD,1997,8,437214
MORU,Mount Rushmore NMEM,control,SD,1997,9,194997
MORU,Mount Rushmore NMEM,control,SD,1997,10,65095
MORU,Mount Rushmore NMEM,control,SD,1997,11,19753
MORU,Mount Rushmore NMEM,control,SD,1997,12,16565
MORU,Mount Rushmore NMEM,control,SD,1998,1,13964
MORU,Mount Rushmore NMEM,control,SD,1998,2,17858
MORU,Mount Rushmore NMEM,control,SD,1998,3,23760
MORU,Mount Rushmore NMEM,control,SD,1998,4,42802
MORU,Mount Rushmore NMEM,control,SD,1998,5,143202
MORU,Mount Rushmore NMEM,control,SD,1998,6,365486
MORU,Mount Rushmore NMEM,control,SD,1998,7,570456
MORU,Mount Rushmore NMEM,control,SD,1998,8,467944
MORU,Mount Rushmore NMEM,control,SD,1998,9,262449
MORU,Mount Rushmore NMEM,control,SD,1998,10,71557
MORU,Mount Rushmore NMEM,control,SD,1998,11,18135
MORU,Mount Rushmore NMEM,control,SD,1998,12,16872
MORU,Mount Rushmore NMEM,control,SD,1999,1,12013
MORU,Mount Rushmore NMEM,control,SD,1999,2,18835
MORU,Mount Rushmore NMEM,control,SD,1999,3,32840
MORU,Mount Rushmore NMEM,control,SD,1999,4,40227
MORU,Mount Rushmore NMEM,control,SD,1999,5,135169
MORU,Mount Rushmore NMEM,control,SD,1999,6,364854
MORU,Mount Rushmore NMEM,control,SD,1999,7,555604
MORU,Mount Rushmore NMEM,control,SD,1999,8,448387
MORU,Mount Rushmore NMEM,control,SD,1999,9,244267
MORU,Mount Rushmore NMEM,control,SD,1999,10,75913
MORU,Mount Rushmore NMEM,control,SD,1999,11,26392
MORU,Mount Rushmore NMEM,control,SD,1999,12,17788
MORU,Mount Rushmore NMEM,control,SD,2000,1,15680
MORU,Mount Rushmore NMEM,control,SD,2000,2,18366
MORU,Mount Rushmore NMEM,control,SD,2000,3,35522
MORU,Mount Rushmore NMEM,control,SD,2000,4,40458
MORU,Mount Rushmore NMEM,control,SD,2000,5,136419
MORU,Mount Rushmore NMEM,control,SD,2000,6,346954
MORU,Mount Rushmore NMEM,control,SD,2000,7,547092
MORU,Mount Rushmore NMEM,control,SD,2000,8,424081
MORU,Mount Rushmore NMEM,control,SD,2000,9,203881
MORU,Mount Rushmore NMEM,control,SD,2000,10,69422
MORU,Mount Rushmore NMEM,control,SD,2000,11,16797
MORU,Mount Rushmore NMEM,control,SD,2000,12,14204
MORU,Mount Rushmore NMEM,control,SD,2001,1,18044
MORU,Mount Rushmore NMEM,control,SD,2001,2,16072
MORU,Mount Rushmore NMEM,control,SD,2001,3,32630
MORU,Mount Rushmore NMEM,control,SD,2001,4,41373
MORU,Mount Rushmore NMEM,control,SD,2001,5,132916
MORU,Mount Rushmore NMEM,control,SD,2001,6,334773
MORU,Mount Rushmore NMEM,control,SD,2001,7,538171
MORU,Mount Rushmore NMEM,control,SD,2001,8,425205
MORU,Mount Rushmore NMEM,control,SD,2001,9,223067
MORU,Mount Rushmore NMEM,control,SD,2001,10,78076
MORU,Mount Rushmore NMEM,control,SD,2001,11,35221
MORU,Mount Rushmore NMEM,control,SD,2001,12,28571
MORU,Mount Rushmore NMEM,control,SD,2002,1,25321
MORU,Mount Rushmore NMEM,control,SD,2002,2,26576
MORU,Mount Rushmore NMEM,control,SD,2002,3,40027
MORU,Mount Rushmore NMEM,control,SD,2002,4,52140
MORU,Mount Rushmore NMEM,control,SD,2002,5,161600
MORU,Mount Rushmore NMEM,control,SD,2002,6,409335
MORU,Mount Rushmore NMEM,control,SD,2002,7,599143
MORU,Mount Rushmore NMEM,control,SD,2002,8,455848
MORU,Mount Rushmore NMEM,control,SD,2002,9,247860
MORU,Mount Rushmore NMEM,control,SD,2002,10,84636
MORU,Mount Rushmore NMEM,control,SD,2002,11,30354
MORU,Mount Rushmore NMEM,control,SD,2002,12,29730
MORU,Mount Rushmore NMEM,control,SD,2003,1,23212
MORU,Mount Rushmore NMEM,control,SD,2003,2,24943
MORU,Mount Rushmore NMEM,control,SD,2003,3,42448
MORU,Mount Rushmore NMEM,control,SD,2003,4,55045
MORU,Mount Rushmore NMEM,control,SD,2003,5,158907
MORU,Mount Rushmore NMEM,control,SD,2003,6,428278
MORU,Mount Rushmore NMEM,control,SD,2003,7,609163
MORU,Mount Rushmore NMEM,control,SD,2003,8,477715
MORU,Mount Rushmore NMEM,control,SD,2003,9,247747
MORU,Mount Rushmore NMEM,control,SD,2003,10,93546
MORU,Mount Rushmore NMEM,control,SD,2003,11,28658
MORU,Mount Rushmore NMEM,control,SD,2003,12,28232
MORU,Mount Rushmore NMEM,control,SD,2004,1,23766
MORU,Mount Rushmore NMEM,control,SD,2004,2,25144
MORU,Mount Rushmore NMEM,control,SD,2004,3,42134
MORU,Mount Rushmore NMEM,control,SD,2004,4,53712
MORU,Mount Rushmore NMEM,control,SD,2004,5,156691
MORU,Mount Rushmore NMEM,control,SD,2004,6,368560
MORU,Mount Rushmore NMEM,control,SD,2004,7,565597
MORU,Mount Rushmore NMEM,control,SD,2004,8,424556
MORU,Mount Rushmore NMEM,control,SD,2004,9,235202
MORU,Mount Rushmore NMEM,control,SD,2004,10,85405
MORU,Mount Rushmore NMEM,control,SD,2004,11,31266
MORU,Mount Rushmore NMEM,control,SD,2004,12,25787
MORU,Mount Rushmore NMEM,control,SD,2005,1,17463
MORU,Mount Rushmore NMEM,control,SD,2005,2,21989
MORU,Mount Rushmore NMEM,control,SD,2005,3,39124
MORU,Mount Rushmore NMEM,control,SD,2005,4,49175
MORU,Mount Rushmore NMEM,control,SD,2005,5,143797
MORU,Mount Rushmore NMEM,control,SD,2005,6,370699
MORU,Mount Rushmore NMEM,control,SD,2005,7,573412
MORU,Mount Rushmore NMEM,control,SD,2005,8,485721
MORU,Mount Rushmore NMEM,control,SD,2005,9,209131
MORU,Mount Rushmore NMEM,control,SD,2005,10,77896
MORU,Mount Rushmore NMEM,control,SD,2005,11,29236
MORU,Mount Rushmore NMEM,control,SD,2005,12,20218
MORU,Mount Rushmore NMEM,control,SD,2006,1,20731
MORU,Mount Rushmore NMEM,control,SD,2006,2,21185
MORU,Mount Rushmore NMEM,control,SD,2006,3,37824
MORU,Mount Rushmore NMEM,control,SD,2006,4,52677
MORU,Mount Rushmore NMEM,control,SD,2006,5,157873
MORU,Mount Rushmore NMEM,control,SD,2006,6,363180
MORU,Mount Rushmore NMEM,control,SD,2006,7,530200
MORU,Mount Rushmore NMEM,control,SD,2006,8,446748
MORU,Mount Rushmore NMEM,control,SD,2006,9,227486
MORU,Mount Rushmore NMEM,control,SD,2006,10,82400
MORU,Mount Rushmore NMEM,control,SD,2006,11,28797
MORU,Mount Rushmore NMEM,control,SD,2006,12,20670
MORU,Mount Rushmore NMEM,control,SD,2007,1,16466
MORU,Mount Rushmore NMEM,control,SD,2007,2,15329
MORU,Mount Rushmore NMEM,control,SD,2007,3,39155
MORU,Mount Rushmore NMEM,control,SD,2007,4,54125
MORU,Mount Rushmore NMEM,control,SD,2007,5,148518
MORU,Mount Rushmore NMEM,control,SD,2007,6,337906
MORU,Mount Rushmore NMEM,control,SD,2007,7,487983
MORU,Mount Rushmore NMEM,control,SD,2007,8,412676
MORU,Mount Rushmore NMEM,control,SD,2007,9,217553
MORU,Mount Rushmore NMEM,control,SD,2007,10,78733
MORU,Mount Rushmore NMEM,control,SD,2007,11,28313
MORU,Mount Rushmore NMEM,control,SD,2007,12,19361
MORU,Mount Rushmore NMEM,control,SD,2008,1,17579
MORU,Mount Rushmore NMEM,control,SD,2008,2,19615
MORU,Mount Rushmore NMEM,control,SD,2008,3,35048
MORU,Mount Rushmore NMEM,control,SD,2008,4,42361
MORU,Mount Rushmore NMEM,control,SD,2008,5,138202
MORU,Mount Rushmore NMEM,control,SD,2008,6,332613
MORU,Mount Rushmore NMEM,control,SD,2008,7,487698
MORU,Mount Rushmore NMEM,control,SD,2008,8,404866
MORU,Mount Rushmore NMEM,control,SD,2008,9,203112
MORU,Mount Rushmore NMEM,control,SD,2008,10,63950
MORU,Mount Rushmore NMEM,control,SD,2008,11,23706
MORU,Mount Rushmore NMEM,control,SD,2008,12,20578
MORU,Mount Rushmore NMEM,control,SD,2009,1,18354
MORU,Mount Rushmore NMEM,control,SD,2009,2,18471
MORU,Mount Rushmore NMEM,control,SD,2009,3,33223
MORU,Mount Rushmore NMEM,control,SD,2009,4,40173
MORU,Mount Rushmore NMEM,control,SD,2009,5,174541
MORU,Mount Rushmore NMEM,control,SD,2009,6,437859
MORU,Mount Rushmore NMEM,control,SD,2009,7,628245
MORU,Mount Rushmore NMEM,control,SD,2009,8,464516
MORU,Mount Rushmore NMEM,control,SD,2009,9,312550
MORU,Mount Rushmore NMEM,control,SD,2009,10,80716
MORU,Mount Rushmore NMEM,control,SD,2009,11,35068
MORU,Mount Rushmore NMEM,control,SD,2009,12,16476
MORU,Mount Rushmore NMEM,control,SD,2010,1,18081
MORU,Mount Rushmore NMEM,control,SD,2010,2,19063
MORU,Mount Rushmore NMEM,control,SD,2010,3,43456
MORU,Mount Rushmore NMEM,control,SD,2010,4,53623
MORU,Mount Rushmore NMEM,control,SD,2010,5,177705
MORU,Mount Rushmore NMEM,control,SD,2010,6,423248
MORU,Mount Rushmore NMEM,control,SD,2010,7,632906
MORU,Mount Rushmore NMEM,control,SD,2010,8,520356
MORU,Mount Rushmore NMEM,control,SD,2010,9,291711
MORU,Mount Rushmore NMEM,control,SD,2010,10,101562
MORU,Mount Rushmore NMEM,control,SD,2010,11,29762
MORU,Mount Rushmore NMEM,control,SD,2010,12,19764
MORU,Mount Rushmore NMEM,control,SD,2011,1,16070
MORU,Mount Rushmore NMEM,control,SD,2011,2,18011
MORU,Mount Rushmore NMEM,control,SD,2011,3,37430
MORU,Mount Rushmore NMEM,control,SD,2011,4,51022
MORU,Mount Rushmore NMEM,control,SD,2011,5,151639
MORU,Mount Rushmore NMEM,control,SD,2011,6,365017
MORU,Mount Rushmore NMEM,control,SD,2011,7,566526
MORU,Mount Rushmore NMEM,control,SD,2011,8,441359
MORU,Mount Rushmore NMEM,control,SD,2011,9,281654
MORU,Mount Rushmore NMEM,control,SD,2011,10,99606
MORU,Mount Rushmore NMEM,control,SD,2011,11,29663
MORU,Mount Rushmore NMEM,control,SD,2011,12,23725
MORU,Mount Rushmore NMEM,control,SD,2012,1,20506
MORU,Mount Rushmore NMEM,control,SD,2012,2,22928
MORU,Mount Rushmore NMEM,control,SD,2012,3,53361
MORU,Mount Rushmore NMEM,control,SD,2012,4,59103
MORU,Mount Rushmore NMEM,control,SD,2012,5,180837
MORU,Mount Rushmore NMEM,control,SD,2012,6,389583
MORU,Mount Rushmore NMEM,control,SD,2012,7,577922
MORU,Mount Rushmore NMEM,control,SD,2012,8,447044
MORU,Mount Rushmore NMEM,control,SD,2012,9,285071
MORU,Mount Rushmore NMEM,control,SD,2012,10,92485
MORU,Mount Rushmore NMEM,control,SD,2012,11,31928
MORU,Mount Rushmore NMEM,control,SD,2012,12,24679
MORU,Mount Rushmore NMEM,control,SD,2013,1,18721
MORU,Mount Rushmore NMEM,control,SD,2013,2,21258
